target_variable,T2M_toc,QV2M_toc,TQL_toc,W2M_toc
881.0019,25.71102295,0.018231457,0.01914215,22.64028872
885.4197,25.6949707,0.018216256,0.014083862,22.76640901
902.0863,25.70403442,0.018231662,0.012760162,22.89387633
1037.157,26.26845703,0.018392093,0.012371063,25.37011412
1191.9135,27.16939697,0.018194024,0.016868591,29.65603213
1319.8159,28.09603271,0.018041568,0.013286591,31.39054295
1383.0651,28.90050659,0.017995756,0.014720917,31.70924902
1415.1816,29.53603516,0.017919287,0.015457153,31.50677313
1398.8659,29.9795166,0.017713105,0.010578156,31.21886719
1430.5514,30.22042236,0.017514696,0.005729675,31.02135068
1413.9896,30.13414917,0.017346958,0.002034187,31.06287522
1378.7528,29.68630371,0.01733172,0.000332952,31.20403158
1292.2593,28.86538086,0.01747666,4.60E-05,30.36211478
1178.1032,27.70995483,0.017659597,0.001767635,28.42517847
1188.0149,26.57836304,0.017873012,0.013908386,25.6379604
1207.7648,26.14678345,0.017910928,0.020965576,25.1859218
1156.6583,25.96291504,0.017758124,0.018501282,25.34703503
1114.1973,25.80129395,0.017574856,0.015335083,25.23723576
1066.7578,25.66970215,0.017460309,0.016242981,26.45164661
1002.3568,25.5666748,0.017429728,0.018333435,27.77091949
931.5394,25.50768433,0.01745259,0.021240234,28.49007318
914.6895,25.44103394,0.017628072,0.024032593,28.39983239
890.8448,25.43129883,0.017818786,0.027275085,28.25437364
869.0447,25.47203979,0.01789508,0.026924133,28.24805103
852.4821,25.4885498,0.017910404,0.024055481,27.3254377
891.2575,25.46737061,0.017857125,0.017730713,26.22167787
895.6612,25.44713745,0.017834324,0.007946014,24.54852365
1006.3031,26.0256897,0.017979385,0.005313873,25.55573757
1183.9851,27.03414307,0.017727705,0.005922318,28.88359964
1311.9373,27.99147949,0.017575268,0.002486229,30.00588883
1384.2441,28.86507568,0.017544882,0.003211975,30.08040902
1401.9173,29.62593994,0.017499143,0.001545429,29.61417765
1415.6382,30.13573608,0.0173923,0.002383232,28.91144837
1437.47,30.37651978,0.017277837,0.000971556,28.28398599
1430.0527,30.24587402,0.01717868,0.001159668,28.07821734
1383.4537,29.75869141,0.017087191,0.000622511,28.22404795
1325.206,28.83098755,0.017056752,0.005277634,28.4135031
1166.9817,27.58376465,0.017064454,0.014862061,27.57516141
1163.0865,26.40828857,0.017186578,0.013988495,24.8190327
1197.1559,25.88686523,0.017117966,0.010757446,22.97165439
1155.743,25.61733398,0.016812848,0.014537811,22.25655198
1116.5382,25.34798584,0.016736602,0.010547638,20.58945463
1086.2051,25.12993774,0.016843444,0.008846283,19.99690714
1030.0292,24.96688232,0.01688923,0.00869751,20.05328525
979.6728,24.89916382,0.016858714,0.011878967,20.37505575
940.4568,24.86324463,0.016942648,0.015155792,20.15655441
908.5931,24.86556396,0.017057115,0.018218994,20.10857967
886.4675,24.90090332,0.017171584,0.018592834,20.34752638
876.4283,24.92299805,0.017308928,0.017074585,19.85254356
892.4143,24.92580566,0.017430961,0.01493454,19.13079926
907.9188,24.96193848,0.017514825,0.011806488,18.5438325
1010.5448,25.74367676,0.017644504,0.004844666,21.0835276
1164.6559,26.80953369,0.017537711,0.00843811,24.14870094
1293.9383,27.82406006,0.017453894,0.013923645,25.09453125
1366.6676,28.68065796,0.017400831,0.023902893,26.14883211
1390.9173,29.29552612,0.017286764,0.030136108,27.07235057
1383.5812,29.63857422,0.017202938,0.033676147,27.7745162
1407.7425,29.74434814,0.017157197,0.02596283,28.70079081
1408.6819,29.55211792,0.017134307,0.015838623,29.85741807
1362.4042,29.04903564,0.017035102,0.005861282,30.91019871
1286.8121,28.23427734,0.016935943,0.006753922,30.79072606
1179.9351,27.19002686,0.01697418,0.00765419,29.14787705
1182.7732,26.20931396,0.017241376,0.012123108,25.85595799
1206.2524,25.86205444,0.017371407,0.0233078,23.61003607
1143.2591,25.7348877,0.017280355,0.029045105,22.6122923
1138.631,25.60790405,0.017219942,0.027015686,21.65592811
1095.4537,25.46785889,0.017243452,0.022712708,20.94058179
1044.1697,25.2986084,0.017404111,0.020309448,19.59933033
985.8912,25.1585022,0.017534073,0.020561218,19.10039418
962.4068,25.05080566,0.017603036,0.021621704,19.64667076
928.1036,24.949823,0.017626144,0.03037262,20.34497017
917.9997,24.82982788,0.017725559,0.035980225,20.43201766
910.9537,24.77825317,0.017733486,0.04032898,21.20864995
928.724,24.77056274,0.017671969,0.03161621,21.66956875
931.4314,24.81609497,0.017580254,0.020881653,22.16842848
1033.7357,25.58526001,0.017474439,0.015411377,26.07372756
1186.5044,26.6149231,0.017108373,0.024963379,31.43018928
1275.112,27.57180176,0.016818518,0.026473999,33.52150041
1348.951,28.39937744,0.016772827,0.025772095,33.81695312
1365.6284,29.00472412,0.016818667,0.031982422,33.33870283
1343.4717,29.3286377,0.016870817,0.048721313,32.32258054
1371.5959,29.37270508,0.016870128,0.06506348,31.36593261
1383.9909,29.20403442,0.01681631,0.056747437,31.20091657
1333.5524,28.82879028,0.016716715,0.03614807,31.80915275
1255.568,28.12017212,0.016594322,0.02293396,31.9920546
1142.0101,27.12410889,0.016540617,0.020240784,30.94071823
1188.5847,26.22338257,0.016670253,0.026313782,28.8268885
1172.1282,25.8477417,0.016761662,0.027168274,27.80035414
1136.7167,25.66439209,0.01673111,0.025466919,27.38038899
1111.7702,25.5367981,0.016700616,0.024864197,27.03003822
1069.2922,25.41469727,0.016616663,0.027259827,27.55759383
1017.9603,25.29067383,0.016585948,0.027503967,27.54912931
977.2739,25.16060791,0.016593274,0.025611877,26.99393029
943.6081,25.03847656,0.01664647,0.02394104,26.21308845
917.064,24.93444214,0.016730333,0.023872375,25.24825832
895.9092,24.9034668,0.0167839,0.036895752,24.7011255
885.272,24.91787109,0.016837588,0.054748535,24.26749535
884.8111,24.93493042,0.016891282,0.056167603,24.13681884
866.5622,24.97023926,0.016960157,0.045669556,23.94043982
883.0248,25.49630127,0.017158505,0.035217285,26.01589485
953.57,26.4039856,0.017105637,0.034454346,30.71778264
1006.9689,27.36043701,0.016968647,0.03717041,33.6112828
1058.0176,28.23269043,0.016968723,0.030677795,33.74536199
1088.0395,28.89864502,0.017022138,0.028404236,32.33573644
1080.8465,29.32561646,0.017121317,0.02305603,30.63581063
1073.435,29.53103027,0.017182361,0.02658844,29.2545632
1075.0293,29.44896851,0.017167058,0.027885437,28.52237981
1059.6223,29.02315674,0.017068034,0.026947021,28.31445613
1026.1627,28.23635254,0.016900267,0.026649475,28.32780678
997.3978,27.18654785,0.016839191,0.02470398,27.23120611
1054.8104,26.24648438,0.01708319,0.02054596,24.34009245
1105.863,25.8449646,0.017274195,0.025527954,22.53311699
1085.7856,25.64995728,0.017258784,0.0335083,22.215401
1061.3146,25.47780762,0.017228356,0.023895264,21.30097895
1033.8639,25.30446777,0.017198326,0.017539978,20.63624201
989.8507,25.17159424,0.01713018,0.01701355,20.98972514
949.5031,25.05278931,0.017161112,0.02168274,20.91818973
906.958,24.97649536,0.017214756,0.025253296,21.33533262
863.5135,24.90627441,0.017336898,0.03437805,22.1770574
848.4447,24.87972412,0.017512409,0.04534912,22.74218765
839.8821,24.90792236,0.017672515,0.04750061,22.63002542
847.1073,24.93251953,0.017794881,0.036087036,21.73165785
848.4718,24.95241699,0.01778863,0.023330688,21.40142949
897.8229,25.5989624,0.017819848,0.016296387,23.84016832
1021.672,26.63179932,0.017515115,0.022460938,28.82510312
1108.9439,27.65575562,0.017332539,0.017440796,30.75907248
1165.4756,28.54195557,0.017333012,0.016998291,31.13785232
1179.063,29.225,0.017386321,0.014640808,30.47848745
1173.0899,29.69823608,0.01743963,0.005725861,29.25846332
1161.4116,29.95437012,0.017447349,0.007598877,28.03529111
1133.3133,29.92583618,0.017432401,0.011013031,27.07778833
1100.6097,29.54287109,0.01734888,0.014274597,26.54282254
1082.6875,28.78487549,0.017234825,0.012207031,26.1584519
1051.4135,27.63277588,0.017265026,0.010444641,25.21652312
1088.8689,26.51540527,0.01750807,0.019203186,23.11530896
1144.2722,26.02590332,0.017707082,0.025718689,21.97516373
1102.2466,25.81981812,0.017768448,0.024269104,21.47844098
1064.151,25.63549194,0.017874802,0.02040863,21.41653192
1030.4566,25.48464355,0.017973691,0.023132324,21.35914721
979.5945,25.3689209,0.01805007,0.025856018,21.01866206
956.5766,25.27050171,0.018149618,0.024978638,20.74193604
924.2795,25.16906128,0.018249162,0.022407532,20.80437922
887.4576,25.08928833,0.018310288,0.02445221,20.88498095
858.9606,25.01564941,0.018363874,0.025604248,20.33541556
847.4881,24.98214111,0.018417627,0.026657104,19.31498005
842.7522,24.94185791,0.018456224,0.023963928,18.36965568
807.4211,25.04668579,0.018449295,0.021949768,18.80625884
813.1819,25.82915649,0.018579787,0.013156891,21.24396746
873.801,26.98562012,0.01824984,0.018058777,25.27442938
935.3192,28.05263672,0.01803505,0.014434814,25.94789621
1009.0054,28.93520508,0.018012194,0.008644104,24.96657375
1070.3791,29.6249939,0.018105024,0.006469727,23.46153865
1070.603,30.080896,0.01819815,0.008609772,21.90361453
1073.1479,30.34645996,0.018222637,0.010261536,21.08088592
1064.0288,30.34563599,0.018192576,0.016273499,21.12110141
1060.6283,30.04091797,0.018109042,0.015033722,21.859912
1030.8882,29.32253418,0.018048823,0.01599884,23.35897553
1015.4938,28.02776489,0.018080149,0.015205383,24.68105765
1073.743,26.71947632,0.018241366,0.015090942,24.5335225
1113.4443,26.11309204,0.018424775,0.016548157,23.9668374
1122.2487,25.90975342,0.018417047,0.024528503,23.55925107
1095.6601,25.84249268,0.018257504,0.028030396,23.8327224
1046.8138,25.74157104,0.01831127,0.03086853,23.0873029
1010.9126,25.59505615,0.018456006,0.033981323,21.71383312
968.9371,25.44799194,0.018554142,0.035690308,20.71974567
941.5469,25.29989014,0.018568097,0.03390503,20.03641759
898.3399,25.1819397,0.018506214,0.026489258,19.38203567
881.8438,25.11611328,0.01848277,0.022384644,18.3414971
870.5737,25.06435547,0.018482069,0.018447876,17.19428896
876.8468,25.0118042,0.01847362,0.015151978,16.09437229
903.8017,25.01229248,0.018450046,0.011508942,15.39820954
1018.3418,25.78249512,0.018510533,0.008922577,18.44944331
1228.567,26.9008728,0.018311873,0.012306213,21.94646639
1317.0702,28.00206909,0.018258471,0.011428833,22.33540726
1413.0273,28.9873291,0.01833491,0.010288239,21.61325506
1452.004,29.76369629,0.018380485,0.011257172,20.38584683
1439.2499,30.35808716,0.018426027,0.015148163,18.70194604
1468.9201,30.70552979,0.018387156,0.027320862,17.1055248
1466.2352,30.7708374,0.01831717,0.056869507,15.60111109
1420.9684,30.54940186,0.018239655,0.08218384,15.42553294
1352.0557,30.06612549,0.018253943,0.06878662,16.26813294
1218.532,29.12453613,0.018466996,0.034179688,17.82565823
1214.6585,27.81685791,0.018878698,0.013496399,19.0237177
1247.0384,26.9444519,0.019252127,0.010692596,18.70800461
1196.3554,26.55828247,0.019396862,0.021202087,17.79195814
1179.6993,26.36818848,0.019289967,0.028289795,17.05127488
1113.0861,26.19384155,0.01902373,0.023536682,18.03459977
1069.6154,26.02736816,0.018843045,0.026115417,19.04214907
1008.6023,25.88366089,0.01872127,0.026573181,19.53103816
963.507,25.74315796,0.018622043,0.032226562,19.6964421
932.9905,25.63292847,0.018522274,0.034805298,20.07176444
914.5482,25.5715271,0.018430207,0.03312683,20.4463092
890.0387,25.52474365,0.018353645,0.029205322,20.10654939
898.9312,25.45519409,0.018315496,0.02684784,19.09552294
938.52,25.44509277,0.018308003,0.022575378,17.9438547
1032.0544,26.18972168,0.018262517,0.021209717,20.35111109
1231.2967,27.23647461,0.017980684,0.022087097,22.38458043
1342.1865,28.22689209,0.017874377,0.022735596,21.85224721
1400.6246,29.11315308,0.017920049,0.024879456,20.46268799
1418.5336,29.76799927,0.018004145,0.026931763,18.70400587
1399.3289,30.16866455,0.0180575,0.037628174,17.24679201
1431.8609,30.39321289,0.018011628,0.03564453,16.74452514
1434.055,30.4510437,0.017889727,0.040496826,16.87865
1410.4219,30.22402344,0.017775599,0.040863037,17.73054713
1343.8872,29.70055542,0.017638477,0.03352356,18.37464201
1226.8784,28.75844727,0.017631127,0.018882751,18.92268427
1230.8641,27.57003174,0.017959666,0.008434296,18.81824774
1245.7079,26.84438477,0.018295756,0.004663467,18.11936481
1208.0527,26.4704834,0.018509487,0.004627228,16.32039006
1174.6285,26.16848145,0.0186162,0.003582001,14.33404126
1114.6625,25.92312012,0.018639695,0.002929688,14.09376792
1064.1879,25.72945557,0.018602056,0.004991531,14.86382469
1002.264,25.60384521,0.01854052,0.012554169,15.33671894
978.6654,25.50057373,0.018455854,0.018951416,16.13207424
961.1263,25.39159546,0.01839471,0.018501282,17.07806966
949.9135,25.31911621,0.018272491,0.016403198,18.2026352
941.1751,25.26540527,0.018127944,0.013816834,18.35268518
947.0861,25.19832764,0.018036352,0.009571075,17.98756124
978.1018,25.15053711,0.017998222,0.005916596,17.68645145
1057.7492,25.90099487,0.017967746,0.005859375,21.5763172
1241.2153,26.97924194,0.017662732,0.012683868,25.37238132
1344.3622,28.01851807,0.017487375,0.019348145,26.18037666
1398.4079,28.90004883,0.017419135,0.022026062,25.79487445
1430.8634,29.53511963,0.017396847,0.025413513,25.04605766
1425.2537,29.90932617,0.017413387,0.021766663,24.41581694
1452.8792,30.0954834,0.017415836,0.011650085,23.79452189
1453.3303,30.05684814,0.017371858,0.00479126,23.21621435
1407.6635,29.78530273,0.017273026,0.001893997,23.09718535
1344.752,29.21688232,0.01715766,0.001163006,23.06267685
1246.3577,28.28609619,0.0171494,0.003521919,22.6530562
1241.159,27.22866211,0.01741649,0.012107849,20.93889959
1266.2798,26.69381104,0.017790696,0.01763153,19.90476214
1239.0832,26.39623413,0.018096345,0.015838623,18.89164658
1198.7594,26.18752441,0.01831078,0.014774323,18.50726045
1147.5305,26.02254639,0.01838939,0.01675415,19.18850218
1077.9967,25.89464722,0.018348658,0.019195557,20.03328
1009.414,25.75344238,0.0182928,0.021476746,19.38819664
944.5274,25.60134277,0.018260576,0.028572083,17.60904375
923.3099,25.44228516,0.018236693,0.036636353,15.5149793
912.9435,25.24129639,0.018205874,0.032333374,13.44602246
908.5382,25.07860718,0.01816035,0.025611877,12.89666481
916.359,24.96352539,0.018130384,0.015830994,13.39505674
949.9374,24.97808228,0.018138807,0.010509491,14.03898278
1049.5205,25.90999756,0.018162498,0.014110565,19.07768345
1215.5374,27.07155762,0.017850282,0.024009705,24.12902497
1308.8693,28.11263428,0.01759916,0.033096313,26.56614592
1383.5532,29.04509888,0.017530682,0.030830383,27.55839664
1425.1319,29.72704468,0.017400749,0.01828003,27.49654617
1408.909,30.14187012,0.017263275,0.009403229,26.82600461
1434.3734,30.30452881,0.017049642,0.004291534,26.18127552
1439.2714,30.19643555,0.016843982,0.001794338,26.29252241
1411.9155,29.73299561,0.016836993,0.001173019,26.05406609
1320.2123,28.96468506,0.016944362,0.002018929,24.06293152
1215.5868,28.02431641,0.017105503,0.01411438,21.99991384
1221.7823,27.04729614,0.017548233,0.017860413,20.52983648
1243.9258,26.48473511,0.018074704,0.017242432,20.22442416
1210.1078,26.16555176,0.018432591,0.022132874,19.12203411
1166.7953,25.97030029,0.018631171,0.03010559,17.57069491
1118.9697,25.84291992,0.01870747,0.034606934,17.37593735
1078.6774,25.75591431,0.018676998,0.032333374,18.10998525
1025.3113,25.71740112,0.018501455,0.035125732,20.72698489
981.1144,25.5979248,0.01829487,0.03453064,21.90136184
959.4843,25.45821533,0.018111387,0.03138733,21.63104039
940.8151,25.32695923,0.017988985,0.016609192,21.49884916
922.621,25.24099121,0.017926613,0.014873505,20.94427508
941.2428,25.21340332,0.017872663,0.010623932,20.32553721
949.9041,25.21938477,0.017887553,0.009536743,19.05459928
1053.5691,25.84328613,0.017925398,0.012016296,20.73241414
1214.1629,26.76842651,0.017658308,0.02419281,24.25446784
1310.7047,27.63665161,0.017429978,0.041763306,25.92687607
1392.4875,28.45736084,0.017292898,0.044509888,26.32634556
1419.3144,29.12911377,0.01720973,0.045196533,25.45118745
1407.0465,29.58834229,0.017156908,0.042419434,24.61342868
1439.7809,29.72268066,0.017042298,0.044296265,25.09852824
1442.2483,29.4822937,0.01688341,0.046707153,25.1601116
1400.3094,29.11223755,0.01679958,0.048477173,24.23932754
1323.8939,28.55599365,0.016829489,0.043777466,23.35010797
1213.3788,27.78096924,0.01701171,0.03475952,22.52508758
1237.9159,26.87053833,0.017498896,0.029251099,20.02892877
1259.9918,26.35189209,0.018016564,0.02683258,17.94321824
1222.3446,26.04607544,0.018351618,0.024406433,16.33696223
1187.8758,25.85344849,0.018511243,0.03111267,15.65825276
1179.2041,25.71645508,0.01857149,0.041137695,16.54141351
1053.5185,25.58474121,0.018548239,0.050567627,17.77609165
1000.2899,25.44719849,0.018456694,0.06034851,18.48840548
962.2865,25.30410156,0.018342566,0.07867432,18.9595932
933.3221,25.15163574,0.01824326,0.09283447,19.19316051
903.9817,25.00460205,0.01816663,0.10491943,19.16232098
900.9995,24.89354858,0.018059049,0.11791992,18.88256293
904.3481,24.85683594,0.017929278,0.13336182,19.02354748
912.508,24.81969604,0.017921867,0.14086914,17.56237638
927.5976,25.67531738,0.017982997,0.13116455,19.85840669
1075.3486,26.78203735,0.017564496,0.18865967,23.41298351
1116.6425,27.82262573,0.017114392,0.22033691,23.37594659
1121.9048,28.67537842,0.016862167,0.22814941,23.63952783
1149.28,29.36589966,0.016655862,0.21569824,25.85703446
1124.3282,29.80336914,0.016457167,0.19177246,28.59585517
1100.5307,29.62416992,0.01630436,0.17816162,29.65849261
1081.4347,29.13186035,0.016220681,0.17370605,28.9158906
1065.0331,28.41100464,0.016175568,0.17510986,27.15675838
1056.8685,27.75145874,0.016114248,0.15496826,25.35804594
1053.7863,27.05129395,0.016213281,0.11715698,24.01747895
1046.294,26.22158203,0.016670896,0.09777832,22.35179301
1063.8643,25.76485596,0.017121295,0.08239746,21.2839294
1054.0308,25.53585205,0.017357653,0.07077026,20.49317009
1026.6331,25.40340576,0.017456146,0.06427002,19.82966521
982.6391,25.29985962,0.01752414,0.06463623,19.65636335
928.4173,25.22976074,0.017614936,0.076934814,19.44299044
891.4272,25.1798645,0.01768347,0.09945679,19.25309876
873.3819,25.13384399,0.017591788,0.13134766,19.87021049
844.9238,25.09481201,0.017530877,0.13549805,19.95691097
831.5366,25.07473145,0.017470686,0.12762451,20.20061666
824.3757,24.99401245,0.0174247,0.11697388,18.9618962
815.4005,24.90148315,0.017378809,0.10467529,17.66482447
785.2751,24.8543335,0.017332692,0.08810425,16.1282936
784.115,25.56936035,0.017210059,0.076538086,18.15224941
850.1076,26.54271851,0.016774505,0.087768555,21.04631542
900.5203,27.40810547,0.01646086,0.08721924,22.17355607
947.4644,28.2159668,0.016368352,0.08493042,23.58380826
994.9207,28.89492188,0.016345058,0.08413696,25.06420309
997.6492,29.33995972,0.01631554,0.085998535,25.97951252
1022.2995,29.50893555,0.016309949,0.08352661,26.74629275
1005.4982,29.40630493,0.016281366,0.07418823,27.31046569
976.7352,29.00698242,0.016183322,0.06524658,27.58407857
950.3055,28.21395264,0.016076693,0.05319214,27.01181687
924.8994,27.30303345,0.016221737,0.04408264,25.64387776
956.6288,26.45772705,0.016725363,0.043258667,23.39971478
989.6201,25.99984131,0.01726695,0.04827881,21.78695301
937.0267,25.76397095,0.017579984,0.046325684,20.80552697
923.1207,25.60616455,0.017725239,0.045639038,19.49732345
866.1484,25.45690308,0.017785873,0.05899048,19.25985222
854.4974,25.33364258,0.017724464,0.06893921,20.79056686
921.9623,25.22017822,0.017655447,0.07510376,21.60825648
898.0128,25.15877686,0.01748747,0.081207275,21.90149615
866.318,25.10286865,0.017373445,0.08605957,21.72727585
850.4627,25.07506714,0.017412549,0.0874939,21.7659246
840.0504,25.053125,0.017436767,0.08938599,20.63897174
852.0383,25.01448975,0.0174764,0.089141846,19.33034237
907.98,24.99706421,0.01753914,0.09396362,18.28109044
977.8589,25.47481689,0.017600043,0.085998535,19.95087359
1163.8845,26.27553711,0.017355084,0.09408569,23.19085435
1252.612,27.1229187,0.01690452,0.10498047,25.69228275
1330.4315,27.91723022,0.01650037,0.099243164,26.74245145
1362.5769,28.48360596,0.016256737,0.07946777,26.82661277
1358.9632,28.74407349,0.016119314,0.059951782,26.19006603
1383.8766,28.7321106,0.015981557,0.04234314,25.53948908
1372.4912,28.56380615,0.015843567,0.030723572,25.03144849
1323.3944,28.22756348,0.01577431,0.028640747,24.73278143
1273.2729,27.68172607,0.015766528,0.03857422,24.25240191
1185.6596,26.98195801,0.015972463,0.04624939,22.24184433
1160.0813,26.30321655,0.016429577,0.03239441,19.17992128
1198.0354,25.94585571,0.016787553,0.022483826,17.22426212
1165.8139,25.74346313,0.016894538,0.013782501,16.64988271
1113.3515,25.5888916,0.016870799,0.014278412,16.47376635
1070.1869,25.43615112,0.016794091,0.015518189,17.37325836
1007.8284,25.33999023,0.016687151,0.022697449,19.08527548
899.6775,25.23363647,0.016610561,0.025367737,20.328015
848.3934,25.0743042,0.016686695,0.023979187,20.61008223
811.2,24.94054565,0.016832067,0.022193909,20.34889122
791.85,24.88048706,0.016947502,0.029693604,20.03052511
792.28,24.85350952,0.017108599,0.028274536,18.90652462
819.3325,24.77041016,0.017291965,0.021873474,17.04095932
874.8625,24.73375854,0.017405728,0.019950867,15.06700081
1009.9003,25.64107666,0.01747384,0.028244019,17.80294866
1186.3006,26.83855591,0.017214984,0.041549683,21.47434344
1286.7323,27.89568481,0.016955262,0.065979004,21.8702643
1266.3286,28.72805176,0.01688635,0.090911865,20.37108331
1315.2625,29.32064209,0.016901424,0.13336182,18.45097669
1296.385,29.65551147,0.016939264,0.17285156,16.69038664
1290.2025,29.84133301,0.01696156,0.19561768,15.51155264
1301.9175,29.78161011,0.016838515,0.1932373,15.64657334
1261.6325,29.5666748,0.016692843,0.15863037,16.84714278
1216.878,29.09053955,0.016532067,0.106536865,17.89219034
1137.6155,28.33062134,0.016508726,0.060043335,17.90985392
1172.4914,27.35274658,0.016737416,0.033859253,17.06004476
1200.8953,26.69259033,0.016989283,0.023635864,16.08099908
1153.6929,26.31386719,0.01719564,0.018936157,14.73277764
1143.1843,26.05880127,0.017302603,0.015136719,13.52442843
1091.777,25.82558594,0.01737885,0.012908936,13.26636874
989.8299,25.62828979,0.017454877,0.015777588,13.5151572
877.3555,25.47774658,0.017424226,0.027297974,14.29353558
837.056,25.37243042,0.017363157,0.040023804,15.80571905
833.2957,25.23970947,0.01729407,0.057388306,17.43192727
828.9174,25.10378418,0.017202197,0.06411743,18.24404116
836.9134,24.97963867,0.017163897,0.06643677,17.13346111
866.4172,24.85292969,0.01718666,0.062683105,14.8518376
915.3287,24.85125122,0.017217072,0.1048584,13.14742507
1081.1712,25.41079102,0.017270405,0.09890747,14.34301067
1219.7413,26.05101929,0.017018467,0.070495605,17.26980423
1298.2006,26.48983154,0.01681976,0.1303711,17.94543403
1340.414,26.9326416,0.016628733,0.17932129,18.3761332
1408.8723,27.40303955,0.01652922,0.1796875,18.88506446
1403.6007,27.68850098,0.01646769,0.19335938,18.87507337
1405.3013,27.82192383,0.01642152,0.1819458,18.90895043
1418.1509,27.9137207,0.0163679,0.1829834,18.79382627
1367.2117,27.90917358,0.01636025,0.16967773,18.54703679
1290.6977,27.71566162,0.016406287,0.1416626,18.08398953
1185.4699,27.22231445,0.016696613,0.1026001,16.7527953
1184.8578,26.59816895,0.01707852,0.077941895,14.8274926
1158.3512,26.23504028,0.017292118,0.06552124,13.69117401
1098.4266,26.02590332,0.017368596,0.058624268,13.0513486
1078.1409,25.87807617,0.017391661,0.052841187,12.70237445
1057.9431,25.7506958,0.017429963,0.058166504,12.82870928
974.7509,25.60064087,0.017476005,0.065216064,12.61523971
939.3309,25.44793091,0.017475713,0.06820679,12.7108607
904.7631,25.28682861,0.01739159,0.07058716,13.41638228
881.7767,25.10061035,0.017330384,0.08023071,14.0883973
877.1007,24.95812378,0.017284332,0.08383179,14.77042891
871.1848,24.87539063,0.017276255,0.0753479,14.53561165
879.6776,24.80672607,0.017321572,0.07046509,13.69185692
919.5851,24.78902588,0.01732149,0.07330322,13.33209782
984.2011,25.59960327,0.01734486,0.08380127,16.36272038
1160.4472,26.5666748,0.017116956,0.11154175,19.91222255
1241.2973,27.40212402,0.016942972,0.13421631,20.98412451
1302.6967,28.08666382,0.016905779,0.17193604,21.08048958
1344.4423,28.68227539,0.016867917,0.20397949,20.68533044
1354.6265,29.02880249,0.016837368,0.22906494,19.71492663
1356.5113,28.968927,0.016814629,0.24304199,19.2495176
1335.7186,28.70519409,0.016769147,0.24041748,19.52058751
1317.0133,28.28264771,0.01670055,0.23095703,19.96820718
1245.011,27.71444092,0.01670085,0.19244385,20.01994195
